#{"t_start": 1656534185.41662, "env_id": "IK-WMMO-Gazebo-v0"}
r,l,t
-1.04066,2,5.185476
1.252115,3,6.902962
1.252404,2,8.202619
1.276178,3,9.945252
1.22681,9,14.465455
-0.815525,2,15.757369
1.316606,2,17.056106
1.289165,2,18.35335
-0.672098,7,21.969049
1.025007,21,32.540241
1.140506,2,33.831829
1.088263,1,34.693321
1.028091,3,36.432697
1.097195,1,37.342117
1.113881,1,38.211109
1.026379,9,42.733443
1.161844,6,45.979669
-0.776699,6,49.099211
-0.904518,1,49.975852
-1.012496,10,54.843726
1.257421,3,56.640311
-0.940944,8,60.689723
1.136032,13,67.163768
0.97394,17,75.334044
1.012256,17,83.644784
1.010617,8,87.604847
-0.69004,7,91.342593
1.259236,11,96.677059
0.934431,19,105.547963
-0.746308,2,106.890682
-0.830334,3,108.666556
1.043295,9,113.154678
1.020127,1,114.088059
1.186601,4,116.297855
-0.940133,1,117.162889
-0.024977,64,146.408021
1.254554,3,148.156447
1.140921,1,149.018636
1.192324,3,150.839255
1.326485,3,152.623784
1.235452,3,154.404773
1.285732,3,156.229301
-0.847632,2,157.572568
-0.990411,1,158.447997
1.198086,2,159.790014
1.327888,2,161.122061
-0.675395,5,163.837696
1.254303,4,166.090888
-1.527443,37,185.183608
1.379746,3,186.935148
-0.855145,7,190.778738
1.273363,2,192.062442
1.184001,3,193.789927
1.172882,6,196.956712
1.140123,3,198.709534
-0.784367,3,200.455708
1.154441,2,201.749836
0.61275,38,220.4966
1.275549,4,222.782891
