#{"t_start": 1656156231.41361, "env_id": "IK-WO-Gazebo-v0"}
r,l,t
1.269826,2,5.126724
1.274706,3,6.868635
1.35096,3,8.620182
-0.624976,5,11.425966
0.375549,4,13.735935
1.369779,4,15.983599
1.356894,3,17.735859
-0.828008,3,19.531928
-0.77831,10,24.423833
-0.820497,6,27.523291
-0.736398,2,28.853779
-0.706569,4,31.1395
-0.701545,5,33.837818
1.242988,4,36.167605
-0.66403,4,38.388946
0.301465,4,40.671495
1.339245,3,42.488787
1.267262,2,43.960131
-0.709659,4,46.229998
-0.758884,7,49.810908
1.264671,4,52.030009
-0.944114,13,58.384163
1.340037,3,60.194009
1.272563,6,63.355155
1.252041,3,65.148173
1.273586,3,66.97872
-1.025293,14,73.825915
1.237382,3,75.82545
-1.236843,33,91.786986
1.211522,5,94.491271
-0.725018,4,96.695267
0.316075,3,98.480563
-0.776253,3,100.294297
-0.669699,4,102.537622
-1.102287,17,110.620045
1.221828,6,113.743827
1.253942,4,116.003991
1.340227,3,117.789064
1.231933,3,119.558177
1.25562,6,122.679541
-0.698164,7,126.291594
1.347395,3,128.132674
1.295578,6,131.271024
1.360783,3,133.048358
-0.716574,2,134.411987
-0.692603,6,137.657098
1.265432,3,139.473624
-0.776222,7,143.080527
-0.720114,7,146.802604
0.355972,4,149.06786
1.326903,4,151.365097
-0.886151,7,155.007015
-0.731653,6,158.27369
1.207786,5,161.065723
1.356119,4,163.300014
1.123563,14,170.079104
1.304747,3,171.867319
-0.686326,6,174.992534
1.160155,10,180.002862
1.334617,4,182.343964
0.340663,4,184.677462
1.336498,3,186.460346
1.265435,3,188.297614
-2.108711,49,211.493127
-1.210706,20,221.079195
1.240691,4,223.324634
1.294795,4,225.56846
1.285867,5,228.328817
1.27756,4,230.78177
1.27438,2,232.129907
1.329387,4,234.345081
1.291217,3,236.197881
1.285702,4,238.480037
1.321569,3,240.264359
0.378212,5,242.936034
-1.135717,27,255.511794
1.308003,3,257.353725
1.31398,3,259.147688
1.22592,7,262.751947
-0.672614,4,265.00391
-1.763115,50,288.251966
1.259199,3,290.076122
-0.905698,9,294.667168
1.290405,3,296.438703
1.27573,3,298.252443
1.260446,2,299.639683
1.330173,5,302.433232
1.298742,7,306.304092
1.258435,2,307.693919
-0.994684,11,313.44883
1.336436,3,315.226276
1.245416,2,316.58709
1.24064,5,319.261893
1.233826,4,321.477229
1.227594,3,323.285001
-0.687061,6,326.420291
-1.211397,16,334.479538
1.251808,3,336.314914
-0.688282,5,339.067857
-0.770494,4,341.440911
1.21875,4,344.483114
1.240397,3,349.216579
1.297554,3,353.147092
1.258197,3,359.43647
